timestamp,user_id,lat,lon,country,device,login_status,attack_type,is_attack
2025-09-04 00:24:27.154991,user_0280,37.7749,-122.4194,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Impossible Travel,1
2025-09-04 00:25:27.154991,user_0313,51.5074,-0.1278,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Impossible Travel,1
2025-09-04 00:26:27.154991,user_0286,19.076,72.8777,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Impossible Travel,1
2025-09-04 00:27:27.154991,user_0443,40.7128,-74.006,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Impossible Travel,1
2025-09-04 00:28:27.154991,user_0133,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Impossible Travel,1
2025-09-04 00:30:27.154991,user_0006,37.7749,-122.4194,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Impossible Travel,1
2025-09-04 00:59:27.154991,user_0360,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 01:00:27.154991,user_0360,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 01:01:27.154991,user_0360,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 01:02:27.154991,user_0360,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 01:03:27.154991,user_0360,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 01:04:27.154991,user_0360,40.7128,-74.006,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force Success,1
2025-09-04 01:04:27.154991,user_0027,19.081798889476378,72.86812911586024,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 01:04:27.154991,user_0342,40.70577493464189,-73.99641847793134,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 01:04:27.154991,user_0230,-33.87659512707357,151.20003532425352,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 01:04:27.154991,user_0281,-33.87439384354941,151.1994030841536,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 01:04:27.154991,user_0248,-33.86592109269821,151.21471493341718,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 01:20:27.154991,user_0446,40.715318063964105,-74.01121824489537,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 02:04:27.154991,user_0343,12.978615381630162,77.59783906641303,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 02:04:27.154991,user_0373,-33.864308108908176,151.20991116588394,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 02:04:27.154991,user_0457,52.52232941745097,13.40333303367364,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 02:04:27.154991,user_0034,52.52,13.405,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 02:04:27.154991,user_0254,-33.877721040206616,151.21410708744438,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 02:04:27.154991,user_0180,40.70567786678744,-73.99637894618684,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 02:04:27.154991,user_0059,12.975397806127685,77.59004339129054,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 02:04:27.154991,user_0157,35.682520022840784,139.64232060867377,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 02:04:27.154991,user_0004,12.9716,77.5946,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Vacation,0
2025-09-04 02:04:27.154991,user_0192,51.514040793570516,-0.13705452992819203,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 02:59:27.154991,user_0389,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 03:00:27.154991,user_0389,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 03:01:27.154991,user_0389,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 03:02:27.154991,user_0389,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 03:03:27.154991,user_0389,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 03:04:27.154991,user_0462,-33.865932848010466,151.217565644071,AU,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 03:04:27.154991,user_0389,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force Success,1
2025-09-04 03:04:27.154991,user_0255,35.68386222092722,139.65845643121315,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 03:04:27.154991,user_0095,19.074170347235217,72.87985666074783,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 03:04:27.154991,user_0201,37.7749,-122.4194,US,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/42.0.885.0 Safari/531.1",Success,Device Spoofing,1
2025-09-04 03:04:27.154991,user_0245,37.765697403957795,-122.42573318269983,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 04:04:27.154991,user_0355,51.50144004863953,-0.13584109852564516,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 04:04:27.154991,user_0276,37.768254333361995,-122.41794601149527,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 04:04:27.154991,user_0130,37.77968014896158,-122.41101793727294,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 04:04:27.154991,user_0099,52.52,13.405,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 05:04:27.154991,user_0366,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 05:04:27.154991,user_0464,12.972227423098722,77.5866720356485,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 05:04:27.154991,user_0419,19.07282381379669,72.87827556273466,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 05:04:27.154991,user_0041,40.71294001695752,-74.00781158986206,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 05:04:27.154991,user_0412,35.66979901394508,139.6511450453345,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 05:04:27.154991,user_0212,12.96817960827023,77.58956228368453,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 05:04:27.154991,user_0237,51.50045263572886,-0.12896481272925103,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 05:04:27.154991,user_0170,-33.863161848466774,151.20791884413225,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 05:04:27.154991,user_0022,-33.8688,151.2093,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 05:04:27.154991,user_0287,19.07836570363509,72.88654814075335,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 05:04:27.154991,user_0346,-33.8688,151.2093,AU,Opera/9.84.(Windows NT 4.0; dv-MV) Presto/2.9.183 Version/12.00,Success,Device Spoofing,1
2025-09-04 05:12:27.154991,user_0164,12.975796980999261,77.59408831147236,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 06:04:27.154991,user_0438,37.782592860094525,-122.41398263615457,US,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 06:04:27.154991,user_0034,52.511188194988726,13.401547599963743,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 06:04:27.154991,user_0449,35.682531011517426,139.64361249982053,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 06:04:27.154991,user_0121,19.066018002681155,72.88444724499153,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 07:04:27.154991,user_0082,35.66683286011861,139.65482143933008,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 07:04:27.154991,user_0170,-33.86566108286939,151.20610358237823,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 07:04:27.154991,user_0370,-33.86711185911841,151.2008664883723,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 07:04:27.154991,user_0096,40.71973694006031,-74.00063359044807,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 07:04:27.154991,user_0027,40.7128,-74.006,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Vacation,0
2025-09-04 07:04:27.154991,user_0324,52.528446245225105,13.399990098473427,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 07:04:27.154991,user_0311,52.52,13.405,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Vacation,0
2025-09-04 08:04:27.154991,user_0031,51.5146578730478,-0.12970973834587476,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 08:04:27.154991,user_0185,37.76955421436381,-122.42354662691736,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 08:04:27.154991,user_0296,37.77708549162422,-122.42560703292378,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 08:04:27.154991,user_0415,19.080756132002,72.88098057749255,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 08:04:27.154991,user_0044,37.7749,-122.4194,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Vacation,0
2025-09-04 08:04:27.154991,user_0475,19.068077468300935,72.88651798130046,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 08:04:27.154991,user_0372,12.970815347803764,77.59049158212946,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 08:04:27.154991,user_0100,35.6762,139.6503,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Vacation,0
2025-09-04 09:04:27.154991,user_0047,19.080555687309175,72.87451540341728,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:04:27.154991,user_0300,37.765923922743724,-122.41335600703889,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:04:27.154991,user_0248,-33.86477889458876,151.21062420371777,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:04:27.154991,user_0027,40.7163818558932,-74.0103730794522,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 09:04:27.154991,user_0157,35.6692926034268,139.65721600930823,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 09:04:27.154991,user_0413,52.51737352343041,13.403379816362381,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 09:04:27.154991,user_0336,52.52,13.405,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 10:04:27.154991,user_0269,35.6734172721919,139.6600987769614,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 10:04:27.154991,user_0241,35.67255434475236,139.64103372058344,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 10:04:27.154991,user_0137,-33.861664596149495,151.21573174950038,AU,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 10:04:27.154991,user_0430,52.520719824707854,13.39736479666373,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 10:04:27.154991,user_0480,37.76868623469407,-122.41558136186092,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 10:04:27.154991,user_0086,37.7749,-122.4194,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 10:04:27.154991,user_0295,40.71261853413854,-74.0048297894036,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 10:04:27.154991,user_0152,51.501477921897575,-0.11939456553014599,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 10:04:27.154991,user_0096,40.71633517654106,-74.00581262366502,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 10:04:27.154991,user_0447,12.965477786634533,77.59721075876601,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 10:04:27.154991,user_0076,40.713345576735804,-74.00710669243882,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 11:04:27.154991,user_0429,51.50301137182105,-0.13186748651064822,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 11:04:27.154991,user_0058,37.77728711881421,-122.42116125440765,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 11:04:27.154991,user_0074,51.514102825763835,-0.12390193249222964,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 11:04:27.154991,user_0095,52.52,13.405,DE,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 11:04:27.154991,user_0496,12.977720606465828,77.59572031043886,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 11:04:27.154991,user_0094,37.77314584389447,-122.42855406536643,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 11:04:27.154991,user_0319,52.513124437151326,13.414834244188325,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 11:04:27.154991,user_0160,51.512584544325776,-0.1358945317537698,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 12:04:27.154991,user_0093,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 12:04:27.154991,user_0404,35.67865889854727,139.65684180997272,JP,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 12:04:27.154991,user_0282,12.981059752498,77.59941372808798,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 12:04:27.154991,user_0411,35.68435469357518,139.6504832704569,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 12:04:27.154991,user_0100,35.671079295718286,139.6511006254713,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 12:04:27.154991,user_0103,19.08135232758497,72.87717255969756,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 12:04:27.154991,user_0433,51.5089987891015,-0.1376534129037742,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 12:04:27.154991,user_0307,35.6762,139.6503,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 13:04:27.154991,user_0498,40.72199792408864,-74.00450211741334,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 13:04:27.154991,user_0077,35.66998666878562,139.6496916620763,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 13:04:27.154991,user_0257,52.52,13.405,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 13:04:27.154991,user_0285,19.078797276840767,72.87529884444874,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 13:04:27.154991,user_0238,51.500883798143015,-0.12289068420345342,GB,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 13:04:27.154991,user_0113,52.52929964195354,13.398369746106006,DE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 13:58:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 13:59:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 14:00:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 14:01:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 14:02:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 14:03:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Failed,Brute Force,1
2025-09-04 14:04:27.154991,user_0120,12.975280557421927,77.6008981028674,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 14:04:27.154991,user_0350,51.50522716689099,-0.12927683953890642,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 14:04:27.154991,user_0375,37.769373546998395,-122.41425418164926,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 14:04:27.154991,user_0311,52.52,13.405,DE,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Vacation,0
2025-09-04 14:04:27.154991,user_0007,-33.86260756445201,151.20926696915095,AU,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 14:04:27.154991,user_0368,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Brute Force Success,1
2025-09-04 14:04:27.154991,user_0162,51.50225366933702,-0.13329916060029787,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 15:04:27.154991,user_0124,12.974197798205738,77.59511406506313,IN,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 15:04:27.154991,user_0093,19.084843818470848,72.88605929861485,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 15:04:27.154991,user_0077,35.67564374476716,139.65949404683084,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 15:04:27.154991,user_0266,35.670247156251015,139.65477789599512,JP,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 15:04:27.154991,user_0108,35.6815145522022,139.65496303911476,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 15:04:27.154991,user_0183,51.5074,-0.1278,GB,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 15:04:27.154991,user_0039,52.528127429065805,13.40076202514135,DE,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 15:58:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1
2025-09-04 15:59:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1
2025-09-04 16:00:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1
2025-09-04 16:01:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1
2025-09-04 16:02:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1
2025-09-04 16:03:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Failed,Brute Force,1
2025-09-04 16:04:27.154991,user_0245,19.076,72.8777,IN,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Vacation,0
2025-09-04 16:04:27.154991,user_0226,51.50200692369631,-0.1194507838587529,GB,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 16:04:27.154991,user_0114,12.965001943644902,77.60318745035752,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 16:04:27.154991,user_0014,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Vacation,0
2025-09-04 16:04:27.154991,user_0310,-33.87060799084936,151.21569878996183,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 16:04:27.154991,user_0204,12.9716,77.5946,IN,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/30.0.859.0 Safari/534.2",Success,Device Spoofing,1
2025-09-04 16:04:27.154991,user_0110,19.085996552556825,72.87261799214792,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 16:04:27.154991,user_0109,-33.863889798948314,151.20331198294787,AU,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 16:04:27.154991,user_0435,40.7128,-74.006,US,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Brute Force Success,1
2025-09-04 17:04:27.154991,user_0482,37.78129545567387,-122.41415356401079,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:04:27.154991,user_0297,51.50574833822137,-0.12527731133845518,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:04:27.154991,user_0044,37.76866031517305,-122.41349333164652,US,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 17:04:27.154991,user_0181,35.6699301822503,139.6591177491385,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 17:04:27.154991,user_0493,35.66856255074292,139.64535532998326,JP,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 17:04:27.154991,user_0261,19.08305148322083,72.87861547424824,IN,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
2025-09-04 17:04:27.154991,user_0049,12.97655671475152,77.59988369151664,IN,Mozilla/5.0 (Linux; Android 10; SM-G960U),Success,Normal,0
2025-09-04 17:04:27.154991,user_0061,-33.868016439359856,151.2166856925555,AU,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),Success,Normal,0
2025-09-04 17:04:27.154991,user_0197,51.49839172702644,-0.12228568450286899,GB,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:04:27.154991,user_0365,40.718001574410046,-74.00880298380173,US,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Success,Normal,0
2025-09-04 17:04:27.154991,user_0042,35.68072309065411,139.64598877337428,JP,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),Success,Normal,0
