user_id,timestamp,session_sequence,is_attack
user_0027,2025-09-04 01:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL",0
user_0342,2025-09-04 01:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS",0
user_0230,2025-09-04 01:04:27.154991,"LOGIN,LOGOUT",0
user_0281,2025-09-04 01:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0248,2025-09-04 01:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE",0
user_0446,2025-09-04 01:20:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0343,2025-09-04 02:04:27.154991,"LOGIN,LOGOUT",0
user_0373,2025-09-04 02:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0457,2025-09-04 02:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE,VIEW_BALANCE",0
user_0034,2025-09-04 02:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0254,2025-09-04 02:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0180,2025-09-04 02:04:27.154991,"LOGIN,LOGOUT",0
user_0059,2025-09-04 02:04:27.154991,"LOGIN,LOGOUT",0
user_0157,2025-09-04 02:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL",0
user_0004,2025-09-04 02:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,TRANSFER_SMALL,TRANSFER_SMALL,LOGOUT",0
user_0192,2025-09-04 02:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS",0
user_0462,2025-09-04 03:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0389,2025-09-04 03:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0255,2025-09-04 03:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0095,2025-09-04 03:04:27.154991,"LOGIN,LOGOUT",0
user_0201,2025-09-04 03:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0245,2025-09-04 03:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,LOGOUT",0
user_0355,2025-09-04 04:04:27.154991,"LOGIN,LOGOUT",0
user_0276,2025-09-04 04:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_TRANSACTIONS,TRANSFER_SMALL",0
user_0130,2025-09-04 04:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,VIEW_TRANSACTIONS,VIEW_BALANCE,VIEW_BALANCE,VIEW_TRANSACTIONS",0
user_0099,2025-09-04 04:04:27.154991,"LOGIN,LOGOUT",0
user_0366,2025-09-04 05:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_BALANCE",0
user_0464,2025-09-04 05:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,LOGOUT",0
user_0419,2025-09-04 05:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0041,2025-09-04 05:04:27.154991,"LOGIN,LOGOUT",0
user_0412,2025-09-04 05:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS",0
user_0212,2025-09-04 05:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0237,2025-09-04 05:04:27.154991,"LOGIN,LOGOUT",0
user_0170,2025-09-04 05:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0022,2025-09-04 05:04:27.154991,"LOGIN,LOGOUT",0
user_0287,2025-09-04 05:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0346,2025-09-04 05:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0164,2025-09-04 05:12:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,VIEW_BALANCE,VIEW_BALANCE,LOGOUT",0
user_0438,2025-09-04 06:04:27.154991,"LOGIN,LOGOUT",0
user_0034,2025-09-04 06:04:27.154991,"LOGIN,LOGOUT",0
user_0449,2025-09-04 06:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0121,2025-09-04 06:04:27.154991,"LOGIN,LOGOUT",0
user_0082,2025-09-04 07:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0170,2025-09-04 07:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_BALANCE",0
user_0370,2025-09-04 07:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS",0
user_0096,2025-09-04 07:04:27.154991,"LOGIN,LOGOUT",0
user_0027,2025-09-04 07:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0324,2025-09-04 07:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0311,2025-09-04 07:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0031,2025-09-04 08:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,VIEW_BALANCE,LOGOUT",0
user_0185,2025-09-04 08:04:27.154991,"LOGIN,LOGOUT",0
user_0296,2025-09-04 08:04:27.154991,"LOGIN,LOGOUT",0
user_0415,2025-09-04 08:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0044,2025-09-04 08:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0475,2025-09-04 08:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL",0
user_0372,2025-09-04 08:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL",0
user_0100,2025-09-04 08:04:27.154991,"LOGIN,LOGOUT",0
user_0047,2025-09-04 09:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0300,2025-09-04 09:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0248,2025-09-04 09:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,VIEW_BALANCE,VIEW_BALANCE",0
user_0027,2025-09-04 09:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0157,2025-09-04 09:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,TRANSFER_SMALL,VIEW_BALANCE,LOGOUT",0
user_0413,2025-09-04 09:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_BALANCE,TRANSFER_SMALL",0
user_0336,2025-09-04 09:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,LOGOUT",0
user_0269,2025-09-04 10:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_TRANSACTIONS,LOGOUT",0
user_0241,2025-09-04 10:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0137,2025-09-04 10:04:27.154991,"LOGIN,LOGOUT",0
user_0430,2025-09-04 10:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0480,2025-09-04 10:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_TRANSACTIONS",0
user_0086,2025-09-04 10:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,LOGOUT",0
user_0295,2025-09-04 10:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0152,2025-09-04 10:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS",0
user_0096,2025-09-04 10:04:27.154991,"LOGIN,LOGOUT",0
user_0447,2025-09-04 10:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL",0
user_0076,2025-09-04 10:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0429,2025-09-04 11:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0058,2025-09-04 11:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0074,2025-09-04 11:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL",0
user_0095,2025-09-04 11:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL",0
user_0496,2025-09-04 11:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0094,2025-09-04 11:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0319,2025-09-04 11:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_BALANCE",0
user_0160,2025-09-04 11:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,VIEW_BALANCE,LOGOUT",0
user_0093,2025-09-04 12:04:27.154991,"LOGIN,LOGOUT",0
user_0404,2025-09-04 12:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,TRANSFER_SMALL",0
user_0282,2025-09-04 12:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_BALANCE",0
user_0411,2025-09-04 12:04:27.154991,"LOGIN,LOGOUT",0
user_0100,2025-09-04 12:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0103,2025-09-04 12:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0433,2025-09-04 12:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0307,2025-09-04 12:04:27.154991,"LOGIN,LOGOUT",0
user_0498,2025-09-04 13:04:27.154991,"LOGIN,LOGOUT",0
user_0077,2025-09-04 13:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS",0
user_0257,2025-09-04 13:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL,TRANSFER_SMALL",0
user_0285,2025-09-04 13:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0238,2025-09-04 13:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL",0
user_0113,2025-09-04 13:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0120,2025-09-04 14:04:27.154991,"LOGIN,LOGOUT",0
user_0350,2025-09-04 14:04:27.154991,"LOGIN,LOGOUT",0
user_0375,2025-09-04 14:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_TRANSACTIONS,TRANSFER_SMALL",0
user_0311,2025-09-04 14:04:27.154991,"LOGIN,LOGOUT",0
user_0007,2025-09-04 14:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE",0
user_0368,2025-09-04 14:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0162,2025-09-04 14:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL,LOGOUT",0
user_0124,2025-09-04 15:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0093,2025-09-04 15:04:27.154991,"LOGIN,LOGOUT",0
user_0077,2025-09-04 15:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,TRANSFER_SMALL",0
user_0266,2025-09-04 15:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,TRANSFER_SMALL,VIEW_BALANCE,VIEW_BALANCE",0
user_0108,2025-09-04 15:04:27.154991,"LOGIN,LOGOUT",0
user_0183,2025-09-04 15:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0039,2025-09-04 15:04:27.154991,"LOGIN,LOGOUT",0
user_0245,2025-09-04 16:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0226,2025-09-04 16:04:27.154991,"LOGIN,LOGOUT",0
user_0114,2025-09-04 16:04:27.154991,"LOGIN,LOGOUT",0
user_0014,2025-09-04 16:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0310,2025-09-04 16:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0204,2025-09-04 16:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0110,2025-09-04 16:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0109,2025-09-04 16:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0435,2025-09-04 16:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0482,2025-09-04 17:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS",0
user_0297,2025-09-04 17:04:27.154991,"LOGIN,LOGOUT",0
user_0044,2025-09-04 17:04:27.154991,"LOGIN,LOGOUT",0
user_0181,2025-09-04 17:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0493,2025-09-04 17:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL",0
user_0261,2025-09-04 17:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0049,2025-09-04 17:04:27.154991,"LOGIN,LOGOUT",0
user_0061,2025-09-04 17:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_BALANCE,LOGOUT",0
user_0197,2025-09-04 17:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL,VIEW_TRANSACTIONS,LOGOUT",0
user_0365,2025-09-04 17:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0042,2025-09-04 17:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0351,2025-09-04 17:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_TRANSACTIONS,TRANSFER_SMALL,LOGOUT",0
user_0478,2025-09-04 17:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,LOGOUT",0
user_0410,2025-09-04 18:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0469,2025-09-04 18:04:27.154991,"LOGIN,LOGOUT",0
user_0419,2025-09-04 18:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0368,2025-09-04 18:04:27.154991,"LOGIN,LOGOUT",0
user_0418,2025-09-04 18:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,VIEW_BALANCE,TRANSFER_SMALL",0
user_0263,2025-09-04 18:04:27.154991,"LOGIN,LOGOUT",0
user_0495,2025-09-04 18:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0361,2025-09-04 19:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_TRANSACTIONS",0
user_0020,2025-09-04 19:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,VIEW_BALANCE,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS",0
user_0369,2025-09-04 19:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL,LOGOUT",0
user_0402,2025-09-04 19:04:27.154991,"LOGIN,LOGOUT",0
user_0462,2025-09-04 19:04:27.154991,"LOGIN,LOGOUT",0
user_0314,2025-09-04 19:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0381,2025-09-04 19:04:27.154991,"LOGIN,LOGOUT",0
user_0411,2025-09-04 19:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0222,2025-09-04 19:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0439,2025-09-04 19:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0465,2025-09-04 19:12:27.154991,"LOGIN,LOGOUT",0
user_0465,2025-09-04 19:39:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",1
user_0180,2025-09-04 20:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0393,2025-09-04 20:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0186,2025-09-04 20:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,TRANSFER_SMALL,VIEW_BALANCE,LOGOUT",0
user_0447,2025-09-04 20:04:27.154991,"LOGIN,LOGOUT",0
user_0104,2025-09-04 20:04:27.154991,"LOGIN,LOGOUT",0
user_0346,2025-09-04 20:04:27.154991,"LOGIN,LOGOUT",0
user_0054,2025-09-04 20:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL",0
user_0400,2025-09-04 20:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0393,2025-09-04 20:16:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",1
user_0225,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0394,2025-09-04 21:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,LOGOUT",0
user_0381,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0019,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,VIEW_BALANCE",0
user_0150,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL,TRANSFER_SMALL,TRANSFER_SMALL,LOGOUT",0
user_0069,2025-09-04 21:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,VIEW_BALANCE,LOGOUT",0
user_0388,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0492,2025-09-04 21:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0291,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0161,2025-09-04 21:04:27.154991,"LOGIN,LOGOUT",0
user_0216,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0256,2025-09-04 21:04:27.154991,"LOGIN,LOGOUT",0
user_0045,2025-09-04 21:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0388,2025-09-04 21:09:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0284,2025-09-04 21:19:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0141,2025-09-04 22:04:27.154991,"LOGIN,LOGOUT",0
user_0156,2025-09-04 22:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE",0
user_0176,2025-09-04 22:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL",0
user_0420,2025-09-04 22:04:27.154991,"LOGIN,LOGOUT",0
user_0075,2025-09-04 22:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_BALANCE,VIEW_BALANCE,LOGOUT",0
user_0176,2025-09-04 22:30:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",1
user_0403,2025-09-04 23:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_BALANCE,VIEW_BALANCE,VIEW_TRANSACTIONS",0
user_0202,2025-09-04 23:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0401,2025-09-04 23:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,LOGOUT",0
user_0065,2025-09-04 23:04:27.154991,"LOGIN,LOGOUT",0
user_0295,2025-09-04 23:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
user_0385,2025-09-04 23:10:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL",0
user_0316,2025-09-05 00:04:27.154991,"LOGIN,LOGOUT",0
user_0350,2025-09-05 00:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL,LOGOUT",0
user_0283,2025-09-05 00:04:27.154991,"LOGIN,LOGOUT",0
user_0273,2025-09-05 00:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",1
user_0062,2025-09-05 00:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL",0
user_0228,2025-09-05 00:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0107,2025-09-05 00:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,LOGOUT",0
user_0143,2025-09-05 00:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0093,2025-09-05 00:04:27.154991,"LOGIN,LOGOUT",0
user_0164,2025-09-05 00:12:27.154991,"LOGIN,LOGOUT",0
user_0213,2025-09-05 01:04:27.154991,"LOGIN,LOGOUT",0
user_0163,2025-09-05 01:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0045,2025-09-05 01:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0365,2025-09-05 01:04:27.154991,"LOGIN,LOGOUT",0
user_0167,2025-09-05 01:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_BALANCE",0
user_0000,2025-09-05 01:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0093,2025-09-05 01:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,LOGOUT",0
user_0096,2025-09-05 01:04:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",1
user_0253,2025-09-05 01:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,LOGOUT",0
user_0336,2025-09-05 01:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,VIEW_BALANCE,LOGOUT",0
user_0109,2025-09-05 01:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0163,2025-09-05 01:28:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0009,2025-09-05 02:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,TRANSFER_SMALL",0
user_0223,2025-09-05 02:04:27.154991,"LOGIN,LOGOUT",0
user_0140,2025-09-05 02:04:27.154991,"LOGIN,ADD_RECIPIENT,TRANSFER_LARGE,LOGOUT",1
user_0013,2025-09-05 02:04:27.154991,"LOGIN,LOGOUT",0
user_0468,2025-09-05 02:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,TRANSFER_SMALL,VIEW_BALANCE,TRANSFER_SMALL",0
user_0349,2025-09-05 02:04:27.154991,"LOGIN,VIEW_BALANCE,TRANSFER_SMALL,VIEW_BALANCE,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS",0
user_0030,2025-09-05 02:04:27.154991,"LOGIN,TRANSFER_SMALL,VIEW_TRANSACTIONS,VIEW_BALANCE,TRANSFER_SMALL,LOGOUT",0
user_0408,2025-09-05 02:04:27.154991,"LOGIN,VIEW_TRANSACTIONS,VIEW_TRANSACTIONS,LOGOUT",0
user_0048,2025-09-05 02:04:27.154991,"LOGIN,VIEW_BALANCE,VIEW_TRANSACTIONS,LOGOUT",0
user_0396,2025-09-05 02:04:27.154991,"LOGIN,TRANSFER_SMALL,LOGOUT",0
user_0088,2025-09-05 02:04:27.154991,"LOGIN,TRANSFER_SMALL,TRANSFER_SMALL,LOGOUT",0
user_0313,2025-09-05 02:25:27.154991,"LOGIN,VIEW_BALANCE,LOGOUT",0
